,,"PRE-FORECLOSURE LAYOUT
CODES",
,,,
,,,
,,,
,,,
No.,"5.0 Field Name",Codes,Descriptions
1,RecordType,NULL,"Unknown or not provided"
2,RecordType,LIS,"Lis Pendens"
3,RecordType,NOD,"Notice of Default"
4,RecordType,NOS,"Notice of Sale"
5,RecordType,NTS,"Notice of Trustee's Sale"
6,PropertyAddressInfoPrivacy,NULL,"Unknown or not provided"
7,PropertyAddressInfoPrivacy,"0  ",Unknown
8,PropertyAddressInfoPrivacy,1,"Cannot Use for Marketing, Based on Legal Restriction"
9,GeoQualityCode,NULL,"Unknown or not provided"
10,GeoQualityCode,0,Rooftop
11,GeoQualityCode,1,"Street Level "
12,GeoQualityCode,5,"ZIP Centroid"
13,GeoQualityCode,9,"County Level"
14,PropertyUseStandardized,NULL,"Unknown or not provided"
15,PropertyUseStandardized,"0  ",Unknown
16,PropertyUseStandardized,101,"Dairy Farm"
17,PropertyUseStandardized,102,"Desert Or Barren Land"
18,PropertyUseStandardized,103,"Farm, Crops"
19,PropertyUseStandardized,104,Feedlots
20,PropertyUseStandardized,105,"Farm (irrigated Or Dry)"
21,PropertyUseStandardized,106,"Horticulture, Ornamental (Agricultural)"
22,PropertyUseStandardized,107,"Irrigation, Flood Control"
23,PropertyUseStandardized,108,"Livestock, Animals"
24,PropertyUseStandardized,109,"Miscellaneous Structures - Ranch, Farm Fixtures"
25,PropertyUseStandardized,110,"Orchard (Fruit, Nut)"
26,PropertyUseStandardized,111,"Orchards, Groves"
27,PropertyUseStandardized,112,Pasture
28,PropertyUseStandardized,113,"Poultry Farm (Chicken, Turkey, Fish, Bees, Rabbits)"
29,PropertyUseStandardized,114,Ranch
30,PropertyUseStandardized,115,"Reservoir, Water Supply"
31,PropertyUseStandardized,116,"Rural Improved / Non-residential"
32,PropertyUseStandardized,117,"Range Land (Grazing)"
33,PropertyUseStandardized,118,"Agricultural/rural (General)"
34,PropertyUseStandardized,119,"Truck Crops"
35,PropertyUseStandardized,120,"Timberland, Forest, Trees"
36,PropertyUseStandardized,121,Vineyard
37,PropertyUseStandardized,122,"Well Site (Agricultural)"
38,PropertyUseStandardized,123,"Wildlife (Refuge)"
39,PropertyUseStandardized,124,"Convenience Store (7-11)"
40,PropertyUseStandardized,125,"Appliance Store (Bix Box Appliance)"
41,PropertyUseStandardized,126,"Auto Repair, Garage"
42,PropertyUseStandardized,127,"Vehicle Sales, Vehicle Rentals (Auto/Truck/RV/Boat/etc)"
43,PropertyUseStandardized,128,Bakery
44,PropertyUseStandardized,129,"Bar, Tavern"
45,PropertyUseStandardized,130,"Commercial Building, Mail Order, Show Room (Non-Auto), Warehouse"
46,PropertyUseStandardized,131,"Bed & Breakfast"
47,PropertyUseStandardized,132,Casino
48,PropertyUseStandardized,133,"Cemetery, Funeral Home, Mortuary (Commercial)"
49,PropertyUseStandardized,134,"Common Area (Commercial, Not Shopping Center)"
50,PropertyUseStandardized,135,"Commercial (General)"
51,PropertyUseStandardized,136,"Commercial Office (General)"
52,PropertyUseStandardized,137,"Convenience Store (w/Fuel Pump)"
53,PropertyUseStandardized,138,"Commercial Condominium (Not Offices)"
54,PropertyUseStandardized,139,"Condominium Offices"
55,PropertyUseStandardized,140,"Store/office (Mixed Use)"
56,PropertyUseStandardized,141,"Department Store (Apparel, Household Goods, Furniture)"
57,PropertyUseStandardized,142,"Dental Building"
58,PropertyUseStandardized,143,"Department Store (Multi-Story)"
59,PropertyUseStandardized,144,"Garden Center, Home Improvement (Do-It-Yourself)"
60,PropertyUseStandardized,145,"Drug Store, Pharmacy"
61,PropertyUseStandardized,146,"Drive-thru Restaurant, Fast Food"
62,PropertyUseStandardized,147,"Dry Cleaner"
63,PropertyUseStandardized,148,Restaurant
64,PropertyUseStandardized,149,"Farm Supply & Equipment (Commercial)"
65,PropertyUseStandardized,150,"Financial Building"
66,PropertyUseStandardized,151,"Grocery, Supermarket"
67,PropertyUseStandardized,152,"Hospital - Private"
68,PropertyUseStandardized,153,Hotel/motel
69,PropertyUseStandardized,154,Hotel-resort
70,PropertyUseStandardized,155,Hotel
71,PropertyUseStandardized,156,Kennel
72,PropertyUseStandardized,157,"Laundromat (Self-Service)"
73,PropertyUseStandardized,158,"Liquor Store"
74,PropertyUseStandardized,159,"Mobile Commercial Units"
75,PropertyUseStandardized,160,"Medical Building"
76,PropertyUseStandardized,161,"Mixed Use (Commercial/Industrial)"
77,PropertyUseStandardized,162,"Mobile Home Park, Trailer Park"
78,PropertyUseStandardized,163,Motel
79,PropertyUseStandardized,164,"Commercial Multi-parcel Miscellaneous"
80,PropertyUseStandardized,165,Miscellaneous
81,PropertyUseStandardized,166,"Nightclub (Cocktail Lounge)"
82,PropertyUseStandardized,167,"Neighborhood: Shopping Center, Strip Center, Enterprise Zone"
83,PropertyUseStandardized,168,"Nursery, Greenhouse, Florist (Retail, Wholesale)"
84,PropertyUseStandardized,169,"Office Building"
85,PropertyUseStandardized,170,"Office Building (Multi-Story)"
86,PropertyUseStandardized,171,"Commercial Office/residential (Mixed Use)"
87,PropertyUseStandardized,172,"Parking Garage, Parking Structure"
88,PropertyUseStandardized,173,"Printer - Retail "
89,PropertyUseStandardized,174,"Parking Lot"
90,PropertyUseStandardized,175,"Day Care, Pre-school (Commercial)"
91,PropertyUseStandardized,176,"Professional Building (Multi-Story)"
92,PropertyUseStandardized,177,"Professional Building (Legal, Insurance, Real Estate, Business)"
93,PropertyUseStandardized,178,"Retail Stores (Personal Services, Photography, Travel)"
94,PropertyUseStandardized,179,"Regional: Shopping Center, Mall (w/Anchor)"
95,PropertyUseStandardized,180,"Gas Station"
96,PropertyUseStandardized,181,"Single Family Residential"
97,PropertyUseStandardized,182,"Shopping Center Common Area (Parking Etc)"
98,PropertyUseStandardized,183,"Community: Shopping Center, Mini-mall"
99,PropertyUseStandardized,184,"Skyscraper/high-rise (Commercial Offices)"
100,PropertyUseStandardized,185,"Service Station w/Convenience Store (Food Mart)"
101,PropertyUseStandardized,186,"Service Station (Full Service)"
102,PropertyUseStandardized,187,"Stores & Apartments"
103,PropertyUseStandardized,188,"Store, Retail Outlet"
104,PropertyUseStandardized,189,"Take-out Restaurant (Food Preparation)"
105,PropertyUseStandardized,190,"Truck Stop (Fuel And Diner)"
106,PropertyUseStandardized,191,"Service Shop (TV, Radio, Electric, Plumbing)"
107,PropertyUseStandardized,192,"Veterinary, Animal Hospital"
108,PropertyUseStandardized,193,"Car Wash"
109,PropertyUseStandardized,194,"Wholesale Outlet, Discount Store (Franchise)"
110,PropertyUseStandardized,195,"Assembly (Light Industrial)"
111,PropertyUseStandardized,196,"Bulk Storage, Tanks (Gasoline, Fuel, Etc)"
112,PropertyUseStandardized,197,Cannery
113,PropertyUseStandardized,198,"Construction/contracting Services (Industrial)"
114,PropertyUseStandardized,199,Chemical
115,PropertyUseStandardized,200,"Common Area (Industrial)"
116,PropertyUseStandardized,201,"Condominiums (Industrial)"
117,PropertyUseStandardized,202,"Cold Storage"
118,PropertyUseStandardized,203,"Distillery, Brewery, Bottling"
119,PropertyUseStandardized,204,"Dump Site"
120,PropertyUseStandardized,205,"Factory (Apparel, Textile, Leather, Medium Mfg)"
121,PropertyUseStandardized,206,"Food Processing"
122,PropertyUseStandardized,207,"Foundry, Industrial Plant (Metal, Rubber, Plastic)"
123,PropertyUseStandardized,208,"Food Packing, Packing Plant (Fruit, Vegetable, Meat, Dairy)"
124,PropertyUseStandardized,209,"Grain Elevator"
125,PropertyUseStandardized,210,"Heavy Industrial (General)"
126,PropertyUseStandardized,211,"Heavy Manufacturing"
127,PropertyUseStandardized,212,"Industrial (General)"
128,PropertyUseStandardized,213,"Industrial Park"
129,PropertyUseStandardized,214,"Labor Camps (Industrial)"
130,PropertyUseStandardized,215,"Light Industrial (10% Improved Office Space; Machine Shop)"
131,PropertyUseStandardized,216,"Industrial Loft Building, Loft Building"
132,PropertyUseStandardized,217,"Lumberyard, Building Materials"
133,PropertyUseStandardized,218,"Lumber & Wood Product Mfg (Including Furniture)"
134,PropertyUseStandardized,219,"Marine Facility/board Repairs (Small Craft, Sailboat)"
135,PropertyUseStandardized,220,"Manufacturing (Light)"
136,PropertyUseStandardized,221,"Mill (Feed, Grain, Paper, Lumber, Textile, Pulp"
137,PropertyUseStandardized,222,"Mining, Mineral, Quarries"
138,PropertyUseStandardized,223,Miscellaneous
139,PropertyUseStandardized,224,"Multi-tenant Industrial Building"
140,PropertyUseStandardized,225,"Paper Product Mfg & Related Products"
141,PropertyUseStandardized,226,"Refinery, Petroleum Products"
142,PropertyUseStandardized,227,"Printing & Publishing (Light Industrial)"
143,PropertyUseStandardized,228,"Processing Plant (Minerals, Cement, Rock, Gravel, Glass, Clay)"
144,PropertyUseStandardized,229,"Mini-warehouse, Storage"
145,PropertyUseStandardized,230,"Quarries (Sand, Gravel, Rock)"
146,PropertyUseStandardized,231,"R&d Facility, Laboratory, Research Facility, Cosmetics, Pharmaceutical"
147,PropertyUseStandardized,232,"Recycling (Metal, Paper, Glass)"
148,PropertyUseStandardized,233,"Shipyard - Built Or Repaired (Seagoing Vessels)"
149,PropertyUseStandardized,234,"Slaughter House, Stockyard"
150,PropertyUseStandardized,235,"Storage Yard (Junk, Auto Wrecking, Salvage)"
151,PropertyUseStandardized,236,"Storage Yard, Open Storage (Light Equipment, Material)"
152,PropertyUseStandardized,237,"Sugar Refinery"
153,PropertyUseStandardized,238,"Warehouse, Storage"
154,PropertyUseStandardized,239,Winery
155,PropertyUseStandardized,240,"Waste Disposal, Sewage (Processing, Disposal, Storage, Treatment)"
156,PropertyUseStandardized,241,"Common Area (Misc)"
157,PropertyUseStandardized,242,"Easement (Misc)"
158,PropertyUseStandardized,243,"Homestead (Misc)"
159,PropertyUseStandardized,244,"Leasehold Rights (Misc)"
160,PropertyUseStandardized,245,"Petroleum & Gas Wells (Misc)"
161,PropertyUseStandardized,246,"Pipeline Or Right-of-way"
162,PropertyUseStandardized,247,"Possessory Interest (Misc)"
163,PropertyUseStandardized,248,"Rail (Right-Of-Way & Track)"
164,PropertyUseStandardized,249,"Road (Right-Of-Way)"
165,PropertyUseStandardized,250,"Royalty Interest"
166,PropertyUseStandardized,251,"Right-of-way (Not Rail, Road Or Utility)"
167,PropertyUseStandardized,252,"Sub-surface Rights (Mineral)"
168,PropertyUseStandardized,253,"Surface Rights (Grazing, Timber, Coal, Etc.)"
169,PropertyUseStandardized,254,Unknown
170,PropertyUseStandardized,255,"Utilities (Right-Of-Way Only)"
171,PropertyUseStandardized,256,"Water Rights (Misc)"
172,PropertyUseStandardized,257,"Working Interest"
173,PropertyUseStandardized,258,"Airport & Related"
174,PropertyUseStandardized,259,"Arcades (Amusement)"
175,PropertyUseStandardized,260,"Arena, Convention Center"
176,PropertyUseStandardized,261,Auditorium
177,PropertyUseStandardized,262,"Outdoor Recreation: Beach, Mountain, Desert"
178,PropertyUseStandardized,263,"Pool Hall, Billiard Parlor"
179,PropertyUseStandardized,264,"Bowling Alley"
180,PropertyUseStandardized,265,"Bus Terminal"
181,PropertyUseStandardized,266,"Commercial Auto Transportation/storage"
182,PropertyUseStandardized,267,"Country Club"
183,PropertyUseStandardized,268,"Centrally Assessed"
184,PropertyUseStandardized,269,"Charitable Organization, Fraternal"
185,PropertyUseStandardized,270,"Clubs, Lodges, Professional Associations"
186,PropertyUseStandardized,271,"Community Center (Exempt)"
187,PropertyUseStandardized,272,Communications
188,PropertyUseStandardized,273,"Campground, Rv Park"
189,PropertyUseStandardized,274,"College, University, Vocational School - Private"
190,PropertyUseStandardized,275,"Crematorium, Mortuary (Exempt)"
191,PropertyUseStandardized,276,"Cable Tv Station"
192,PropertyUseStandardized,277,"City, Municipal, Town, Village Owned (Exempt)"
193,PropertyUseStandardized,278,"County Owned (Exempt)"
194,PropertyUseStandardized,279,"Dance Hall"
195,PropertyUseStandardized,280,"Distribution Warehouse (Regional)"
196,PropertyUseStandardized,281,"Drive-in Theater"
197,PropertyUseStandardized,282,"Cemetery (Exempt)"
198,PropertyUseStandardized,283,"Emergency (Police, Fire, Rescue, Shelters, Animal Shelter)"
199,PropertyUseStandardized,284,"Exempt (Full Or Partial)"
200,PropertyUseStandardized,285,Fairgrounds
201,PropertyUseStandardized,286,"Federal Property (Exempt)"
202,PropertyUseStandardized,287,"Fish Camps, Game Club Target Shooting"
203,PropertyUseStandardized,288,"Forest (Park, Reserve, Recreation, Conservation)"
204,PropertyUseStandardized,289,"Freeways, State Hwys"
205,PropertyUseStandardized,290,"Driving Range (Golf)"
206,PropertyUseStandardized,291,"Transportation (General)"
207,PropertyUseStandardized,292,"Go-carts, Miniature Gold, Water Slides"
208,PropertyUseStandardized,293,"Golf Course"
209,PropertyUseStandardized,294,"Governmental / Public Use (General)"
210,PropertyUseStandardized,295,"Govt. Administrative Office (Federal, State, Local, Court House)"
211,PropertyUseStandardized,296,"Gym, Health Spa"
212,PropertyUseStandardized,297,"Historical District"
213,PropertyUseStandardized,298,"Cultural, Historical (Monuments, Homes, Museums, Other)"
214,PropertyUseStandardized,299,"Historical Transient Lodging (Hotel, Motel)"
215,PropertyUseStandardized,300,"Harbor & Marine Transportation"
216,PropertyUseStandardized,301,"Historical Office"
217,PropertyUseStandardized,302,"Hospital - Public"
218,PropertyUseStandardized,303,"Historical Park, Site, Misc."
219,PropertyUseStandardized,304,"Historical - Private (General)"
220,PropertyUseStandardized,305,"Historical Recreation, Entertainment"
221,PropertyUseStandardized,306,"Historical Residence"
222,PropertyUseStandardized,307,"Historical Retail"
223,PropertyUseStandardized,308,"Historical Warehouse"
224,PropertyUseStandardized,309,"Indian Lands"
225,PropertyUseStandardized,310,"Institutional (General)"
226,PropertyUseStandardized,311,"Marina, Boat Slips, Yacht Club, Boat Landing"
227,PropertyUseStandardized,312,"Medical Clinic"
228,PropertyUseStandardized,313,Microwave
229,PropertyUseStandardized,314,"Military (Office, Base, Post, Port, Reserve, Weapon Range, Test Sites)"
230,PropertyUseStandardized,315,"Miscellaneous (General)"
231,PropertyUseStandardized,316,"Museum, Library, Art Gallery (Recreational)"
232,PropertyUseStandardized,317,"Natural Resources"
233,PropertyUseStandardized,318,"Recreational Non-taxable (Camps, Boy Scouts)"
234,PropertyUseStandardized,319,"Correctional Facility, Jails, Prisons, Insane Asylum"
235,PropertyUseStandardized,320,"Children's Home, Orphanage"
236,PropertyUseStandardized,321,"Public Health Care Facility (Exempt)"
237,PropertyUseStandardized,322,"Park, Playground, Picnic Area"
238,PropertyUseStandardized,323,"Piers, Wharf (Recreation)"
239,PropertyUseStandardized,324,"Pollution Control"
240,PropertyUseStandardized,325,"Post Office"
241,PropertyUseStandardized,326,"Public Swimming Pool"
